Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
VA06.FE - Dentist Appointment Detail View,N3NJS1804-169,10320,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,13/Jul/24 12:37 AM,13/Jul/24 12:41 AM,20/Jul/24 9:39 AM,13/Jul/24 12:41 AM,,0,NOTE,,,VA06.FE - Dentist - View Appointment Detail,,Ha Minh Quoc Bao,,712020:9515692f-6512-43af-b7ba-49d6a8222389,,,,,,,,,,,,N3NJS1804-108,13/Jul/24 12:40 AM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA06.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10205,,,,,,,,,"1. Note as Editor view is shown
2. A successful message ""Update successfully!"" is shown",,,,,,{},,N3NJS1804-107,Appointment Management,,,"1. Note as Editor view should be shown
2. A successful message ""Update successfully!"" should be shown",,,,,0|i001tz:,,,,,N3NJS180 Sprint 2,,,,,,,,Unit,"1. Login as Patient
2. View Note as Editor of appointment
3. Edit the note
4. Click ""submit"" button",Pass,,,,3_*:*_1_*:*_268943_*|*_10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_9000,,,,,,,,,,,,,,,,,,,10258,Appointment Management,Done,13/Jul/24 12:41 AM
VA05.FE - Dentist Appointment List View,N3NJS1804-168,10319,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,13/Jul/24 12:34 AM,13/Jul/24 12:36 AM,20/Jul/24 9:39 AM,13/Jul/24 12:35 AM,,0,TABLE,,,VA05.FE - Dentist - View Appointment List,,Ha Minh Quoc Bao,,712020:9515692f-6512-43af-b7ba-49d6a8222389,,,,,,,,,,,,N3NJS1804-108,13/Jul/24 12:36 AM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA05.1.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10203,13/Jul/24 12:36 AM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA05.2.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10204,,,,,,,,Appointments are shown in table with pagination,,,,,,{},,N3NJS1804-107,Appointment Management,,,Appointments should be shown in table with pagination,,,,,0|i001tr:,,,,,N3NJS180 Sprint 2,,,,,,,,Unit,"1. Login as Dentist
2. View Appointment List",Pass,,,,3_*:*_1_*:*_38594_*|*_10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_14525,,,,,,,,,,,,,,,,,,,10258,Appointment Management,Done,13/Jul/24 12:35 AM
VA04.FE - Dentist Appointment Calendar View,N3NJS1804-167,10318,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,13/Jul/24 12:19 AM,13/Jul/24 12:25 AM,20/Jul/24 9:39 AM,13/Jul/24 12:25 AM,,0,CALENDAR,,,VA04.FE - Dentist - View Appointment Calendar,,Ha Minh Quoc Bao,,712020:9515692f-6512-43af-b7ba-49d6a8222389,,,,,,,,,,,,N3NJS1804-108,13/Jul/24 12:22 AM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA04.1.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10201,13/Jul/24 12:22 AM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA04.2.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10202,13/Jul/24 12:22 AM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA04.3.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10200,,,,,,,"Appointments with status ""Future"", ""Done"" are shown with right view",,,,,,{},,N3NJS1804-107,Appointment Management,,,"Appointments with status ""Future"", ""Done"" should be shown with right view",,,,,0|i001tj:,,,,,N3NJS180 Sprint 2,,,,,,,,Unit,"1. Login as Dentist
2. Check Calendar as Week, Day, Month view",Pass,,,,3_*:*_1_*:*_312634_*|*_10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_22198,,,,,,,,,,,,,,,,,,,10258,Appointment Management,Done,13/Jul/24 12:25 AM
VA03.FE - Patient Appointment Detail View,N3NJS1804-166,10317,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,13/Jul/24 12:03 AM,13/Jul/24 12:08 AM,20/Jul/24 9:39 AM,13/Jul/24 12:08 AM,,0,NOTE,,,VA03.FE - Patient - View Appointment Detail,,Ha Minh Quoc Bao,,712020:9515692f-6512-43af-b7ba-49d6a8222389,,,,,,,,,,,,N3NJS1804-108,13/Jul/24 12:08 AM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA03.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10194,,,,,,,,,Note as Read-only view is shown,,,,,,{},,N3NJS1804-107,Appointment Management,,,Note as Read-only view should be shown,,,,,0|i001tb:,,,,,N3NJS180 Sprint 2,,,,,,,,Unit,"1. Login as Patient
2. View Note as Read-only of appointment",Pass,,,,3_*:*_1_*:*_301381_*|*_10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_17807,,,,,,,,,,,,,,,,,,,10258,Appointment Management,Done,13/Jul/24 12:08 AM
VA02.FE - Patient Appointment List View,N3NJS1804-165,10316,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,12/Jul/24 11:54 PM,13/Jul/24 12:01 AM,20/Jul/24 9:39 AM,13/Jul/24 12:01 AM,,0,TABLE,,,VA02.FE - Patient - View Appointment List,,Ha Minh Quoc Bao,,712020:9515692f-6512-43af-b7ba-49d6a8222389,,,,,,,,,,,,N3NJS1804-108,12/Jul/24 11:59 PM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA02.1.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10188,12/Jul/24 11:59 PM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA02.2.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10189,,,,,,,,Appointments are shown in table with pagination,,,,,,{},,N3NJS1804-107,Appointment Management,,,Appointments should be shown in table with pagination,,,,,0|i001t3:,,,,,N3NJS180 Sprint 2,,,,,,,,Unit,"1. Login as Patient
2. View Appointment List",Pass,,,,3_*:*_1_*:*_455526_*|*_10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_15140,,,,,,,,,,,,,,,,,,,10258,Appointment Management,Done,13/Jul/24 12:01 AM
VA01.FE - Patient Calendar View,N3NJS1804-164,10315,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,12/Jul/24 11:46 PM,12/Jul/24 11:53 PM,20/Jul/24 9:39 AM,12/Jul/24 11:51 PM,,0,CALENDAR,,,VA01.FE - Patient - View Appointment Calendar,,Ha Minh Quoc Bao,,712020:9515692f-6512-43af-b7ba-49d6a8222389,,,,,,,,,,,,N3NJS1804-108,12/Jul/24 11:48 PM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA01.1.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10187,12/Jul/24 11:48 PM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA01.2.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10185,12/Jul/24 11:48 PM;712020:9515692f-6512-43af-b7ba-49d6a8222389;VA01.3.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10186,,,,,,,"Appointments with status ""Future"", ""Done"" are shown with right view",,,,,,{},,N3NJS1804-107,Appointment Management,,,"Appointments with status ""Future"", ""Done"" should be shown with right view",,,,,0|i001sv:,,,,,N3NJS180 Sprint 2,,,,,,,,Unit,"1. Login as Patient
2. Check Calendar as Week, Day, Month view",Pass,,,,3_*:*_1_*:*_256634_*|*_10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_9994,,,,,,,,,,,,,,,,,,,10258,Appointment Management,Done,12/Jul/24 11:51 PM
MC07.FE - Update Manager - Should catch error when inputs are invalid,N3NJS1804-163,10314,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,12/Jul/24 11:40 PM,13/Jul/24 12:17 AM,13/Jul/24 12:16 AM,13/Jul/24 12:17 AM,,0,,,,Update manager screen will catch error when you submit invalid inputs,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,N3NJS1804-126,,,13/Jul/24 12:17 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240712-171747.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10199,,,,,,,,,Email invalid,,,,,,{},,N3NJS1804-123,Employee Management (Branch Manager),,,Email invalid,,,,,0|i001sn:,,,,,N3NJS180 Sprint 2,,,,,,,,,"1. Input 123 at email field
2. Click ""Update"" button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2226595,,,,,,,,,,,,,,,,,,,10274,Employee Management (Branch Manager),Done,13/Jul/24 12:17 AM
MC06.FE - Update Manager - Should display email/phone existed when input a duplicate email/phone,N3NJS1804-162,10313,Bug,To Do,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,12/Jul/24 11:40 PM,13/Jul/24 12:16 AM,13/Jul/24 12:13 AM,,,0,,,,Update manager screen will display phone number/ email already existed when input existed phone number/ email,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,N3NJS1804-126,,,13/Jul/24 12:15 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240712-171544.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10198,,,,,,,,,Update Successfully!,,,,,,{},,N3NJS1804-123,Employee Management (Branch Manager),,,Phone number already existed,,,,,0|i001sf:,,,,,N3NJS180 Sprint 2,,,,,,,,,"1. Input all field valid and 0827693878 at phone number field
2. Click ""Update"" button",Fail,,,,,,,,,,,,,,,,,,,,,,,10274,Employee Management (Branch Manager),To Do,12/Jul/24 11:40 PM
MC05.FE - Update Manager - Should display Update Successfully! when inputs are valid,N3NJS1804-161,10312,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,12/Jul/24 11:38 PM,13/Jul/24 12:13 AM,13/Jul/24 12:10 AM,13/Jul/24 12:13 AM,,0,,,,Update manager screen will display Update Successfully! when all inputs are valid,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,N3NJS1804-126,,,13/Jul/24 12:12 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240712-171224.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10196,13/Jul/24 12:12 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240712-171251.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10197,,,,,,,,Update Successfully!,,,,,,{},,N3NJS1804-123,Employee Management (Branch Manager),,,Update Successfully!,,,,,0|i001s7:,,,,,N3NJS180 Sprint 2,,,,,,,,,"1. Input valid inputs
2. Click ""Update"" button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2076505,,,,,,,,,,,,,,,,,,,10274,Employee Management (Branch Manager),Done,13/Jul/24 12:13 AM
MC04.FE - Create Manager - Should catch error if inputs are invalid,N3NJS1804-160,10311,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,12/Jul/24 11:36 PM,13/Jul/24 12:10 AM,13/Jul/24 12:08 AM,13/Jul/24 12:10 AM,,0,,,,"System will catch error when you input invalid
example: input 123 in email field",,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,N3NJS1804-125,,,13/Jul/24 12:10 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240712-171021.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10195,,,,,,,,,Invalid email,,,,,,{},,N3NJS1804-123,Employee Management (Branch Manager),,,Invalid email,,,,,0|i001rz:,,,,,N3NJS180 Sprint 2,,,,,,,,,"1. Input 123 at email field
2. Click ""Create"" button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2037341,,,,,,,,,,,,,,,,,,,10274,Employee Management (Branch Manager),Done,13/Jul/24 12:10 AM
MC03.FE - Create Manager - Should display email/phone existed when inputs a duplicate email/phone,N3NJS1804-159,10310,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,12/Jul/24 11:35 PM,13/Jul/24 12:08 AM,13/Jul/24 12:06 AM,13/Jul/24 12:08 AM,,0,,,,Create Manager screen will display phone number/email already existed when input a existed phone number/email,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,N3NJS1804-125,,,13/Jul/24 12:06 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240712-170632.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10193,,,,,,,,,toast error: Phone number already existed,,,,,,{},,N3NJS1804-123,Employee Management (Branch Manager),,,toast error: Phone number already existed,,,,,0|i001rr:,,,,,N3NJS180 Sprint 2,,,,,,,,,"1. Input valid all field and 0827693878 at number phone field
2. Click ""Create"" button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1946153,,,,,,,,,,,,,,,,,,,10274,Employee Management (Branch Manager),Done,13/Jul/24 12:08 AM
MC02.FE - Create Manager - Should display Create successfully! when inputs are valid,N3NJS1804-158,10309,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,12/Jul/24 11:34 PM,13/Jul/24 12:08 AM,13/Jul/24 12:08 AM,13/Jul/24 12:08 AM,,0,,,,Screen will display Create Successfully! in toast success when inputs are all valid,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,N3NJS1804-125,,,13/Jul/24 12:05 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240712-170537.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10191,13/Jul/24 12:05 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240712-170553.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10192,,,,,,,,Toast success: Create Successfully!,,,,,,{},,N3NJS1804-123,Employee Management (Branch Manager),,,Toast success: Create Successfully!,,,,,0|i001rj:,,,,,N3NJS180 Sprint 2,,,,,,,,,"1. Input valid all field
2. Click ""Create"" button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_2074534,,,,,,,,,,,,,,,,,,,10274,Employee Management (Branch Manager),Done,13/Jul/24 12:08 AM
MC01.FE - View Manager - Renders table with correct columns and data,N3NJS1804-157,10308,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,12/Jul/24 11:31 PM,13/Jul/24 12:01 AM,13/Jul/24 12:00 AM,13/Jul/24 12:01 AM,,0,,,,View manager list screen with correct columns and row in response,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,N3NJS1804-124,,,12/Jul/24 11:59 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240712-165924.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10190,,,,,,,,,,,,,,,{},,N3NJS1804-123,Employee Management (Branch Manager),,,show 2 branch manager,,,,,0|i001rb:,,,,,N3NJS180 Sprint 2,,,,,,,,Unit,"Click at ""Manager"" route in employees list",Pass,,,,5_*:*_1_*:*_2202_*|*_10004_*:*_2_*:*_34263_*|*_10003_*:*_1_*:*_1754795,,,,,,,,,,,,,,,,,,,10274,Employee Management (Branch Manager),Done,13/Jul/24 12:01 AM
L05.FE - Non-existed email cannot be accepted,N3NJS1804-156,10307,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,12/Jul/24 11:10 PM,12/Jul/24 11:32 PM,12/Jul/24 11:26 PM,12/Jul/24 11:25 PM,,0,LOGIN,,,L05.FE - Login - Non-existed email cannot be accepted,,Ha Minh Quoc Bao,,712020:9515692f-6512-43af-b7ba-49d6a8222389,,,,,,,,,,,,N3NJS1804-105,12/Jul/24 11:23 PM;712020:9515692f-6512-43af-b7ba-49d6a8222389;L05.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10184,,,,,,,,,"An error message ""User not Found"" is shown",,,,,,{},,N3NJS1804-104,Authentication,,,"An error message ""User not Found"" should be shown",,,,,0|i001ou:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,"1. Enter ""abc@gmail.com"" to email field
2. Enter ""baoha123!"" to password field",Pass,,,,3_*:*_1_*:*_902342_*|*_10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_15136,,,,,,,,,,,,,,,,,,,10255,Authentication,Done,12/Jul/24 11:25 PM
L04.FE - Login valid email but wrong password cannot be accepted,N3NJS1804-155,10306,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,12/Jul/24 11:09 PM,12/Jul/24 11:31 PM,20/Jul/24 9:39 AM,12/Jul/24 11:21 PM,,0,LOGIN,,,L04.FE - Login - Valid email but wrong password cannot be accepted,,Ha Minh Quoc Bao,,712020:9515692f-6512-43af-b7ba-49d6a8222389,,,,,,,,,,,,N3NJS1804-105,12/Jul/24 11:19 PM;712020:9515692f-6512-43af-b7ba-49d6a8222389;L04.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10183,,,,,,,,,"An error message ""Invalid Password"" is shown",,,,,,{},,N3NJS1804-104,Authentication,,,"An error message ""Invalid Password"" should be shown",,,,,0|i001ot:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,"1. Enter ""baoha3604@gmail.com"" to email field.
2. Enter ""baoha1233"" to password.",Pass,,,,3_*:*_1_*:*_680611_*|*_10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_34568,,,,,,,,,,,,,,,,,,,10255,Authentication,Done,12/Jul/24 11:21 PM
R07.FE - Register existed email cannot be accepted,N3NJS1804-154,10305,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,12/Jul/24 10:29 PM,12/Jul/24 11:31 PM,20/Jul/24 9:39 AM,12/Jul/24 10:59 PM,,0,EMAIL,REGISTER,,R07.FE - Register - Existed email cannot be accepted,,Ha Minh Quoc Bao,,712020:9515692f-6512-43af-b7ba-49d6a8222389,,,,,,,,,,,,N3NJS1804-106,12/Jul/24 10:57 PM;712020:9515692f-6512-43af-b7ba-49d6a8222389;R07.json;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10182,12/Jul/24 10:56 PM;712020:9515692f-6512-43af-b7ba-49d6a8222389;R07.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10181,,,,,,,,"Error message ""Email is already exist"" is shown",,,,,,{},,N3NJS1804-104,Authentication,,,"Error message ""Email is already exist"" (""expected"" field in R07.json) should be shown",,,,,0|i001pe:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,"1. Enter an email that is already existed in mock database (R07.json)
2. Enter other information correctly (R07.json)
3. Click ""Sign up"" button",Pass,,,,3_*:*_1_*:*_1823925_*|*_10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_8742,,,,,,,,,,,,,,,,,,,10255,Authentication,Done,12/Jul/24 10:59 PM
